id,image,page_type,has_text,has_table,objects_present,caption_short,caption_detail,text_in_image,review_priority,auto_flags,notes,is_checked,error_tags,change_log,created_at,updated_at
SGK_CanhDieu_TiengViet_2_Tap1_page_107,SGK_CanhDieu_TiengViet_2_Tap1_page_107.png,exercise,true,false,"[""student"",""illustration_scene""]","Trang sách giáo khoa gồm các bài tập luyện tập về đọc hiểu thơ, dấu câu và chính tả, kèm theo hình minh họa dấu chân và xe bồn.","Phần đầu trang là bài tập số 3 với yêu cầu: ""Mỗi câu thơ dưới đây nói lên tình cảm gì của cháu đối với hai bà? Ghép đúng:"". Bên trái là ba khung màu hồng chứa các câu thơ: a) ""Cháu yêu cha, yêu mẹ / Và thương cả hai bà."", b) ""Hai bà hai nguồn sông / Cho phù sa đời cháu."", c) ""Hai miền quê yêu dấu / Cháu nhớ về thiết tha."". Bên phải là hai khung màu xanh lá ghi ý nghĩa: 1) ""tình yêu thương"", 2) ""lòng biết ơn"".
Tiếp theo là dòng nhắc nhở có dấu chấm tròn đỏ: ""Học thuộc lòng 2 khổ thơ cuối."".
Phần giữa trang có tiêu đề ""LUYỆN TẬP"" trên nền xanh lá với biểu tượng dấu hỏi chấm.
Câu 1 yêu cầu: ""Tìm các từ ngữ chỉ tình cảm bà cháu trong một khổ thơ."", kèm ví dụ mẫu có chữ M trong vòng tròn vàng: ""Cháu “thương cả hai bà”. (Khổ thơ 1)"".
Câu 2 là bài tập về dấu câu: ""Em cần thêm dấu phẩy vào chỗ nào trong các câu sau?"", gồm hai câu a và b.
Phần dưới trang là mục ""BÀI VIẾT 1"" với hình minh họa nhỏ một học sinh đang viết bài.
Câu 1 yêu cầu ""Nghe – viết: Bà nội, bà ngoại (2 khổ thơ đầu)"".
Câu 2 yêu cầu ""Tìm các từ có tiếng:"".
Phần a liệt kê các gợi ý bắt đầu bằng r, d hoặc gi. Bên phải các gợi ý này là hình ảnh những dấu chân trên cát vàng minh họa cho ý ""Vết tích còn lại của sự vật, sự việc."".
Phần b liệt kê các gợi ý chứa vần ec hoặc et. Bên phải là hình ảnh minh họa một chiếc xe bồn màu xanh lá cây minh họa cho ý ""Xe có bồn chở dầu, nước,..."".
Giữa trang có logo mờ ""Cánh Diều"".
Góc dưới cùng bên trái là số trang ""106"".",,high,"[""OCR_LONG"",""LAYOUT_COMPLEX""]",,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-17 15:16:30.317089+00
SGK_CanhDieu_TiengViet_2_Tap1_page_108,SGK_CanhDieu_TiengViet_2_Tap1_page_108.png,content,true,false,"[""person_child"",""person_adult"",""student"",""book"",""illustration_scene""]","Trang sách gồm bài tập ngữ âm, tập viết chữ hoa L và phần đầu bài đọc ""Vầng trăng của ngoại"" kèm tranh minh họa.","Phần trên cùng là bài tập số 3 với tiêu đề ""(3). Thi tìm nhanh:"". Mục a yêu cầu tìm ""– 2 tiếng bắt đầu bằng r."", ""– 2 tiếng bắt đầu bằng d."", và ""– 2 tiếng bắt đầu bằng gi."", trong đó các chữ cái r, d, gi được in màu đỏ. Mục b yêu cầu tìm ""– 2 tiếng có vần ec."" và ""– 2 tiếng có vần et."", với các vần ec, et in màu đỏ.

Tiếp theo là bài tập số 4 ""4. Tập viết"". Phần a ""a) Viết chữ hoa:"" hiển thị mẫu chữ L hoa viết tay trên khung kẻ ô li. Phần b ""b) Viết ứng dụng:"" có câu mẫu ""Luôn luôn yêu kính ông bà."".

Phần giữa trang có nhãn ""BÀI ĐỌC 2"" kèm hình nhỏ một học sinh đang đọc sách. Tiêu đề bài đọc in màu đỏ, cỡ chữ lớn: ""Vầng trăng của ngoại"". Ngay dưới tiêu đề là tranh minh họa cảnh ban đêm, vẽ một người ông và hai cháu nhỏ đang ngồi trên chõng tre ngắm trăng khuyết trên bầu trời đầy sao.

Phần dưới cùng là nội dung văn bản. Đoạn 1 được đánh số 1, bắt đầu bằng: ""1. Nghỉ hè, ba má cho chị em My về quê với ông ngoại nửa tháng."" và kết thúc bằng câu ""...rồi ra sân tập thể dục với ông."". Đoạn văn tiếp theo bắt đầu bằng: ""Ăn sáng xong, ba ông cháu ra vườn..."" và kết thúc ở ""...tìm những trái cây chín vàng."". Góc dưới bên phải là số trang ""107"".",,normal,[],,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-21 03:01:02.642588+00
SGK_CanhDieu_TiengViet_2_Tap1_page_109,SGK_CanhDieu_TiengViet_2_Tap1_page_109.png,content,true,false,[],"Trang sách giáo khoa chứa phần kết của bài đọc văn xuôi, phần giải nghĩa từ vựng, cùng hai mục bài tập là Đọc hiểu và Luyện tập.","Phần trên cùng trang là đoạn kết của một câu chuyện. Đoạn văn đầu tiên viết: “Buổi tối, ba ông cháu kê chõng tre ra sân. Ông dạy chị em My tìm các vì sao trên trời...”.
Tiếp theo là phần đánh số 2, kể về việc My tỉnh giấc: “Có đêm, My chợt tỉnh giấc, thấy một quầng sáng bên bàn.”. Đoạn này có các câu thoại gạch đầu dòng:
“– Ngoại ơi, trăng này!”
“– Ngủ đi con! Đèn bàn của ông đấy mà.”
Kết thúc bài đọc là câu nói của My: “– Ngoại ơi, hoá ra đấy là vầng trăng của ngoại!” và tên tác giả “Theo LÊ THANH NGA”.

Ngay bên dưới là phần giải thích từ ngữ với biểu tượng dấu hai chấm màu vàng, giải nghĩa các từ: “Chõng”, “Quầng sáng”, “Ngoại”.

Giữa trang là mục “ĐỌC HIỂU” với tiêu đề nền xanh lá cây kèm biểu tượng dấu chấm hỏi. Mục này gồm 3 câu hỏi:
1. “Nghỉ hè, ba má cho chị em My về quê ở với ai?”
2. “Hằng ngày, ba ông cháu làm gì?”
3. “Quầng sáng My nhìn thấy khi tỉnh giấc là gì? Chọn ý đúng:”. Câu 3 đưa ra 3 lựa chọn a, b, c.

Phần dưới cùng là mục “LUYỆN TẬP”, cũng có tiêu đề nền xanh lá. Gồm 2 câu hỏi:
1. Yêu cầu đặt câu nói về tình cảm của ông với hai cháu.
2. Yêu cầu dùng từ chỉ đặc điểm để nhận xét về câu nói của My.
Cuối mục này có một ví dụ mẫu ký hiệu chữ M trong vòng tròn vàng: “Câu nói của bạn My rất hay!”.
Góc dưới cùng bên trái là số trang “108”.",,normal,"[""OCR_LONG""]",,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-21 03:22:08.19984+00
SGK_CanhDieu_TiengViet_2_Tap1_page_110,SGK_CanhDieu_TiengViet_2_Tap1_page_110.png,exercise,true,false,"[""person_child"",""person_adult"",""illustration_scene""]",Trang sách giáo khoa gồm bài tập điền dấu câu và phần kể chuyện theo tranh minh họa về ba ông cháu.,"Phần trên cùng là bài tập số 3 với yêu cầu: ""3. Dấu câu nào phù hợp với ô trống: dấu chấm hay dấu chấm hỏi?"". Bên dưới là một đoạn văn ngắn có các ô trống màu xanh (ký hiệu [?]) để học sinh điền dấu: ""Trung mới vào lớp 1 nên chưa biết viết [?] Em nhờ chị viết giúp lá thư thăm ông bà [?] Chị viết xong, hỏi: – Em còn muốn thêm gì nữa không [?] – Chị viết thêm cho em: Cháu xin lỗi ông bà vì chữ cháu còn xấu ạ."".

Tiếp theo là mục ""KỂ CHUYỆN"" với bài tập 1: ""1. Kể từng đoạn của câu chuyện Vầng trăng của ngoại theo tranh:"". Bên dưới là 4 bức tranh minh họa được đánh số:
- Tranh 1: Vẽ ba ông cháu đang tập thể dục trước sân nhà. Bên dưới có câu hỏi: ""Ba má cho chị em My về quê ở với ông ngoại bao lâu? Sáng sớm, ba ông cháu làm gì?"".
- Tranh 2: Vẽ ba ông cháu đang làm vườn (ông xới đất, cháu gái quét sân, cháu trai nhổ cỏ). Câu hỏi bên dưới: ""Ăn sáng xong, ba ông cháu làm gì?"".
- Tranh 3: Vẽ cảnh buổi tối, ba ông cháu ngồi trên chõng tre ngắm trăng. Câu hỏi: ""Buổi tối, ba ông cháu làm gì?"".
- Tranh 4: Vẽ cảnh trong phòng ngủ, bé gái nằm trên giường nhìn ông đang ngồi khâu vá. Câu hỏi: ""Một đêm, My tỉnh giấc, nhìn thấy gì? Hai ông cháu nói gì?"".

Cuối trang là yêu cầu số 2: ""2. Kể lại toàn bộ câu chuyện."" và số trang ""109"".",,normal,[],Có watermark 'Cánh Diều' mờ đè lên phần giữa trang nhưng không che mất chữ.,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-21 03:23:32.086053+00
SGK_CanhDieu_TiengViet_2_Tap1_page_111,SGK_CanhDieu_TiengViet_2_Tap1_page_111.png,exercise,true,false,"[""person_child"",""person_adult"",""food_fruit"",""book"",""illustration_scene""]",Trang sách giáo khoa gồm hai phần: Bài viết 2 hướng dẫn viết đoạn văn về việc chăm sóc ông bà và Góc sáng tạo gợi ý làm quà tặng thủ công cho ông bà.,"Phần trên của trang là mục ""BÀI VIẾT 2"" với biểu tượng cậu bé đang viết. Câu 1 yêu cầu: ""Kể một việc em đã làm thể hiện sự quan tâm, chăm sóc ông bà."". Ngay dưới là khung màu xanh lá ghi ""Gợi ý"" với các câu hỏi nhỏ: ""Việc đó là việc gì?"", ""Em làm việc đó như thế nào?"", ""Ông bà khen em thế nào?"", ""Em đáp lại lời khen của ông bà thế nào?"". Tiếp theo là câu 2: ""Dựa vào những điều vừa kể, viết 4 – 5 câu về một việc em đã làm thể hiện sự quan tâm, chăm sóc ông bà."". Minh họa bên dưới vẽ một bé trai đang cầm bức tranh con ong khoe với ông bà đang ngồi ghế.

Phần dưới trang là mục ""GÓC SÁNG TẠO"" với tiêu đề màu đỏ ""Quà tặng ông bà"" kèm hình bông hoa hồng. Câu 1 yêu cầu: ""Em hãy làm một món quà tặng ông bà."". Khung ""Gợi ý"" liệt kê các ý tưởng: ""Làm một tấm thiếp, trang trí bằng ảnh hoặc tranh vẽ ông (bà),..."", ""Làm một sản phẩm thủ công từ đất sét nặn, tranh cắt dán,..."", ""Viết lời tặng, lời chúc ông (bà) gắn vào sản phẩm."". Cuối trang có các hình tròn minh họa sản phẩm mẫu gồm: chậu cây xương rồng, đĩa trái cây, chậu hoa đỏ, bó hoa và hình nặn hai người già. Số trang ""110"" nằm ở góc dưới cùng bên trái.",,normal,[],,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-21 03:21:02.813841+00
SGK_CanhDieu_TiengViet_2_Tap1_page_112,SGK_CanhDieu_TiengViet_2_Tap1_page_112.png,exercise,true,true,"[""person_child"",""student"",""food_fruit"",""table"",""illustration_scene""]",Trang sách giáo khoa gồm hoạt động trưng bày sản phẩm tặng ông bà và bảng tự đánh giá kiến thức sau bài học.,"Phần trên cùng là mục số 2 với tiêu đề: ""2. Các tổ (nhóm) trưng bày và giới thiệu sản phẩm."". Bên dưới có biểu tượng chữ ""M"" và hình minh họa một tấm thiếp màu hồng. Trên tấm thiếp có hình vẽ chân dung ông và quả đào, cùng dòng chữ viết tay: ""Cháu chúc mừng sinh nhật ông / Ông ơi, cháu kính chúc ông / thật khoẻ mạnh ạ! / Cháu........................"".

Phía dưới tấm thiếp là hình ảnh hai học sinh đang giới thiệu sản phẩm. Bạn nữ bên trái cầm tấm thiếp, có bong bóng thoại ghi: ""Còn 6 ngày nữa là sinh nhật ông tôi 70 tuổi. Tôi làm một tấm thiếp và vẽ..........."". Bạn nam bên phải cầm tranh vẽ gấu, bong bóng thoại ghi: ""Tớ làm tặng bà một con gấu nặn bằng đất sét. Bà thường gọi tớ là “gấu con” mà........."".

Tiếp theo là mục số 3 với nội dung: ""3. Cả lớp bình chọn những sản phẩm đẹp, có nội dung hay. Mang món quà của em về tặng ông bà."".

Phần cuối trang là mục ""TỰ ĐÁNH GIÁ"" kèm biểu tượng dấu tích xanh. Dòng hướng dẫn ghi: ""Sau Bài 12 và Bài 13, em đã biết thêm những gì, đã làm thêm được những gì? Hãy tự đánh giá theo bảng dưới đây:"". Bảng đánh giá chia làm hai cột màu xanh đậm. Cột trái tiêu đề ""Đã biết những gì?"", liệt kê các mục a, b, c, d về chữ hoa K, L, từ ngữ chúc mừng, câu tả đặc điểm và các thể loại văn học về ông bà. Cột phải tiêu đề ""Đã làm được những gì?"", liệt kê các mục a, b, c, d tương ứng về kỹ năng viết, nói, hỏi đáp và chia sẻ ý kiến. Góc dưới cùng bên phải là số trang ""111"".",,high,"[""OCR_LONG"",""HAS_TABLE"",""LAYOUT_COMPLEX""]",,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-16 16:48:30.90888+00
SGK_CanhDieu_TiengViet_2_Tap1_page_113,SGK_CanhDieu_TiengViet_2_Tap1_page_113.png,content,true,false,"[""person_child"",""person_adult"",""student"",""school_bag"",""illustration_scene""]","Trang sách bài 14 chủ đề ""Công cha nghĩa mẹ"", gồm phần Chia sẻ với các câu hỏi quan sát tranh về hoạt động của cha mẹ và gợi ý giới thiệu về gia đình.","Phía trên cùng trang là tiêu đề bài học in đậm màu hồng: ""Bài 14 Công cha nghĩa mẹ"".
Ngay bên dưới là mục ""CHIA SẺ"" kèm biểu tượng hai bàn tay nắm lấy nhau.
Nội dung bắt đầu với câu hỏi số 1: ""1. Trong mỗi bức tranh dưới đây, bố mẹ đang làm gì?"".
Khu vực giữa trang hiển thị 4 bức tranh minh họa được đánh số thứ tự:
- Tranh 1: Cảnh trong nhà, một người phụ nữ đang nấu ăn và một người đàn ông đang lau nhà.
- Tranh 2: Cảnh ngoài đồng, hai người nông dân đang cuốc đất.
- Tranh 3: Một người phụ nữ dắt tay một học sinh đeo cặp sách đi vào cổng trường, trên cổng có biển hiệu ghi ""TRƯỜNG TIỂU HỌC"".
- Tranh 4: Một người đàn ông đang ngồi bên giường chăm sóc một đứa trẻ bị ốm.
Phần tiếp theo là câu hỏi số 2: ""2. Sử dụng tranh, ảnh em mang đến lớp, giới thiệu về bố (mẹ) của em."".
Cuối cùng là khung ""Gợi ý"" nền màu vàng nhạt với hai gạch đầu dòng:
""- Bố (mẹ) em bao nhiêu tuổi, làm nghề gì?""
""- Bố (mẹ) yêu quý em như thế nào?"".
Góc dưới cùng bên trái là số trang ""112"".",,normal,[],,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-21 03:22:24.229343+00
SGK_CanhDieu_TiengViet_2_Tap1_page_114,SGK_CanhDieu_TiengViet_2_Tap1_page_114.png,content,true,false,"[""person_child"",""person_adult"",""book"",""table"",""illustration_scene""]","Trang sách giáo khoa chứa bài thơ ""Con chả biết được đâu"" của Xuân Quỳnh, kèm tranh minh họa gia đình đang mong chờ em bé và phần câu hỏi đọc hiểu.","Góc trên bên trái có nhãn ""BÀI ĐỌC 1"" kèm biểu tượng nhỏ hình em bé đang đọc sách. Tiêu đề chính màu đỏ ở giữa trang là ""Con chả biết được đâu"", phía dưới ghi chú nhỏ ""(Trích)"".

Nội dung bài thơ:

*(Cột bên trái)*
Mẹ đan tấm áo nhỏ
Bây giờ đang mùa xuân
Mẹ thêu vào chiếc khăn
Cái hoa và cái lá.

Mẹ đi trên hè phố
Nghe tiếng con đạp thầm
Mẹ nghĩ đến bàn chân
Và con đường tít tắp.

Thường trong nhiều câu chuyện
Bố vẫn nhắc về con
Bố mới mua chiếc chăn
Dành riêng cho con đắp.

*(Cột bên phải)*
Áo con bố đã giặt
Thơ con bố viết rồi
Các anh con hỏi hoài:
– Bao giờ sinh em bé?

Cả nhà mong con thế
Con chả biết được đâu...
XUÂN QUỲNH

Phần giữa trang là một bức tranh minh họa cảnh gia đình. Một người phụ nữ mang bầu mặc váy vàng đang ngồi trên ghế, tay đặt lên bụng. Một người đàn ông đứng bên cạnh cầm chiếc áo nhỏ màu xanh. Phía sau ghế có hai bé trai đang ngó nhìn. Bên trái tranh có một chiếc bàn thấp và chậu cây xanh.

Ngay dưới bức tranh là phần giải thích từ ngữ với biểu tượng mặt cười màu vàng:
– Chả: chẳng, không.
– Hỏi hoài: hỏi mãi.

Phần cuối trang là mục ""ĐỌC HIỂU"" với biểu tượng dấu chấm hỏi màu xanh lá:

1. Bài thơ là lời của ai nói với ai?
2. Mẹ và bố chuẩn bị những gì để đón con ra đời?
3. Các anh quan tâm đến em bé sắp sinh như thế nào?
4. Em hiểu “con đường tít tắp” trong khổ thơ 2 là gì? Chọn ý đúng:
a) Đường giao thông.
b) Tương lai của con.
c) Hè phố.

Góc dưới cùng bên phải là số trang ""113"".",,high,"[""LAYOUT_COMPLEX""]",,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-17 15:23:20.393729+00
SGK_CanhDieu_TiengViet_2_Tap1_page_115,SGK_CanhDieu_TiengViet_2_Tap1_page_115.png,exercise,true,false,"[""person_child"",""person_adult"",""student"",""animal_wild"",""illustration_scene""]","Trang sách giáo khoa gồm phần luyện tập ghép từ, đặt câu và bài chính tả nghe viết bài thơ ""Cho con"".","Trang sách bắt đầu với tiêu đề màu xanh lá ""? LUYỆN TẬP"".
Bài tập 1 yêu cầu: ""Ghép các tiếng thương, yêu, quý, mến, kính với nhau để được ít nhất 5 từ (mỗi từ gồm 2 tiếng)"". Bên dưới là sơ đồ gồm 5 hình bầu dục màu xanh nhạt chứa các từ: ""yêu"", ""thương"", ""quý"", ""mến"", ""kính"". Ví dụ mẫu được đưa ra là: ""(M) yêu thương"".
Bài tập 2 yêu cầu: ""Đặt câu với một từ em vừa tìm được ở bài tập 1.""

Phần tiếp theo có tiêu đề ""BÀI VIẾT 1"" kèm biểu tượng nhỏ vẽ một học sinh đang viết bài.
Mục 1 là hoạt động ""Nghe – viết"" với bài thơ tiêu đề ""Cho con (Trích)"". Bên cạnh bài thơ là hình minh họa một gia đình gồm bố, mẹ và con đang ôm nhau cười vui vẻ, phía sau có đàn chim bay, ông mặt trời và đám mây. Nội dung bài thơ gồm hai khổ:
""Ba sẽ là cánh chim
Đưa con đi thật xa
Mẹ sẽ là cánh hoa
Cho con cài lên ngực.

Ngày mai con khôn lớn
Bay đi khắp mọi miền
Con đừng quên con nhé
Ba mẹ là quê hương!""
Tác giả bài thơ là ""TUẤN DŨNG"".

Cuối trang là bài tập 2: ""Chọn chữ phù hợp với ô trống: ng hay ngh?"". Có ba câu bài tập với các ô vuông màu xanh lá chứa dấu hỏi chấm thay cho vị trí cần điền:
– ""Cả nhà quây quần trong ?ày ?ỉ.""
– ""Gió thổi hàng cây ?iêng ngả.""
– ""Tiếng chuông chiều ?ân ?a.""
Số trang ""114"" nằm ở góc dưới cùng bên trái.",,normal,[],,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-16 16:25:12.997422+00
SGK_CanhDieu_TiengViet_2_Tap1_page_116,SGK_CanhDieu_TiengViet_2_Tap1_page_116.png,content,true,false,"[""student"",""book"",""illustration_scene""]","Trang sách giáo khoa gồm bài tập chính tả, tập viết chữ hoa M và phần đầu văn bản đọc hiểu ""Con nuôi"".","Phần trên của trang là bài tập số 3 với yêu cầu: ""Chọn chữ hoặc vần phù hợp với ô trống rồi giải câu đố"". Bên phải khu vực này có các hình minh họa: một cây sáo trúc ở trên, hình mặt trăng đang ngủ và hình mặt trời ở dưới.

Mục a) yêu cầu chọn ""Chữ ch hay tr?"" để điền vào các ô màu xanh có dấu hỏi chấm trong khổ thơ:
""Một mẹ sinh được ?iệu con
Rạng ngày lặn hết, ?ỉ còn một cha
Mặt mẹ tươi đẹp như hoa
Mặt cha nhăn nhó ?ẳng ma nào nhìn.""
Cuối mục là câu hỏi: ""(Là những gì?)"".

Mục b) yêu cầu chọn ""Vần ac hay at?"" để điền vào khổ thơ:
""Từ tre từ trúc mà ra
Thành bạn thân thiết h? ca cùng người
Thon dài một đốt thế thôi
Mà bao nốt nh? thành lời ngân nga.""
Cuối mục là câu hỏi: ""(Là cái gì?)"".

Tiếp theo là bài 4 ""Tập viết"".
Phần a) ""Viết chữ hoa:"" hiển thị mẫu chữ M hoa trên khung kẻ ô li.
Phần b) ""Viết ứng dụng:"" với câu văn ""Một con ngựa đau, cả tàu bỏ cỏ."".

Phần dưới trang bắt đầu mục ""BÀI ĐỌC 2"" với biểu tượng nhỏ vẽ học sinh đang đọc sách và tiêu đề ""Con nuôi"". Nội dung bài đọc gồm hai đoạn:
Đoạn 1 mở đầu: ""Một hôm, cô giáo cho cả lớp xem một bức tranh rồi hỏi:"". Sau câu hỏi của cô giáo, đoạn văn kể về bức tranh gia đình có một cậu bé khác biệt và lời phát biểu của Hoàng: ""– Thưa cô, bạn này là con nuôi ạ."".
Đoạn 2 viết: ""Cô giáo mỉm cười: – Em nói đúng rồi. Nhưng ai có thể nói về tình cảm giữa mọi người trong gia đình này?"".
Góc dưới cùng bên phải là số trang ""115"".",,normal,[],,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-16 16:24:08.556275+00
SGK_CanhDieu_TiengViet_2_Tap1_page_117,SGK_CanhDieu_TiengViet_2_Tap1_page_117.png,content,true,false,"[""person_child"",""person_adult"",""student"",""teacher"",""table"",""illustration_scene""]","Trang sách giáo khoa gồm tranh minh họa lớp học, đoạn văn kể chuyện về nhân vật Ngọc, phần giải nghĩa từ, câu hỏi đọc hiểu và bài tập luyện tập.","Phần trên cùng là tranh minh họa cảnh lớp học. Bên trái, cô giáo đang cầm một bức tranh gia đình cho cả lớp xem. Một bạn nữ đứng tại bàn giơ tay phát biểu, hướng về phía cô giáo, trong khi các bạn học sinh khác ngồi nghe chăm chú.

Ngay dưới tranh là nội dung đoạn văn kể chuyện. Đoạn văn bắt đầu bằng câu: ""Cô giáo vừa dứt lời thì Ngọc lên tiếng:"". Tiếp theo là lời thoại của Ngọc: ""– Thưa cô, em nhận thấy mọi người trong gia đình này rất yêu quý nhau. Em biết vì em cũng là con nuôi ạ."". Sau đó là câu hỏi của một học sinh khác: ""3. – Con nuôi là gì?"" và câu trả lời của Ngọc: ""– Bố mẹ tớ bảo: “Con nuôi không được cha mẹ sinh ra nhưng được nuôi dưỡng và lớn lên từ trái tim yêu thương của cha mẹ.”."". Đoạn văn kết thúc bằng việc cả lớp vỗ tay. Nguồn trích dẫn ghi bên phải: ""Theo sách Hạt giống tâm hồn"".

Tiếp theo là phần giải thích từ ngữ với biểu tượng dấu hai chấm màu vàng, giải nghĩa hai từ: ""– Chần chừ: ngần ngại, chưa quyết tâm làm ngay."" và ""– Kiêu hãnh: tự hào về giá trị của mình."".

Phần dưới trang là mục ""ĐỌC HIỂU"" với biểu tượng dấu hỏi chấm màu xanh lá, gồm 4 câu hỏi được đánh số từ 1 đến 4. Câu 1 hỏi: ""Cô giáo yêu cầu học sinh làm gì?"". Câu 4 hỏi: ""Câu nói nào trong đoạn 3 giúp em hiểu: Bạn Ngọc được bố mẹ nuôi rất yêu thương?"".

Cuối trang là mục ""LUYỆN TẬP"" cũng có biểu tượng dấu hỏi chấm màu xanh lá, chứa bài tập số 1 yêu cầu ""Nói lời đồng ý của em"" với hai ý a và b. Số trang ""116"" nằm ở góc dưới cùng bên trái.",,normal,"[""OCR_LONG""]",,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-16 16:30:18.593149+00
SGK_CanhDieu_TiengViet_2_Tap1_page_118,SGK_CanhDieu_TiengViet_2_Tap1_page_118.png,content,true,false,"[""person_child"",""person_adult"",""countable_object"",""illustration_scene""]","Trang sách chứa bài tập đặt câu và bản nhạc bài hát ""Ba ngọn nến lung linh"" kèm hình minh họa gia đình.","Phần trên cùng là bài tập số 2 với nội dung: ""2. Đặt câu theo mẫu Ai thế nào? để nói về: a) Tình cảm của bố mẹ nuôi với bạn Ngọc. b) Tình cảm của bạn Ngọc với bố mẹ nuôi."".
Ngay bên dưới là mục ""TRAO ĐỔI"" có biểu tượng hai bong bóng thoại, yêu cầu: ""1. Nghe bài hát và trao đổi với bạn."". Bên phải mục này là hình minh họa một gia đình gồm bố, mẹ và con trai đang đứng vui vẻ bên chiếc bánh kem cắm ba ngọn nến.
Phần chính của trang là bản nhạc bài hát được đóng khung trang trí hoa văn dây leo. Tiêu đề bài hát ở giữa: ""Ba ngọn nến lung linh"", phía dưới ghi nhịp điệu ""Vừa phải - Tha thiết"" và tác giả ""Nhạc và lời: Ngọc Lễ"".
Lời bài hát trong các khuông nhạc lần lượt là: ""Ba là cây nến vàng. Mẹ là cây nến xanh. Con là cây nến hồng. Ba ngọn nến lung linh. A à á a a. Thắp sáng một gia đình."".
Đoạn điệp khúc có lời lặp lại trên hai dòng nhạc: ""Gia đình, gia đình ôm ấp ta những ngày thơ. Cho ta bao nhiêu niềm thương mến. Gia đình, gia đình"".
Tiếp theo là đoạn lời hát chia hai dòng song song: dòng trên ghi ""vương vấn bước chân ta đi. Ấm áp trái tim quay về."", dòng dưới ghi ""bên nhau mỗi khi đớn đau. Bên nhau đến suốt cuộc đời."".
Đoạn kết bài hát: ""Lung linh, lung linh tình mẹ tình cha. Lung linh, lung linh cùng một mái nhà. Lung linh, lung linh cùng buồn cùng vui. Lung linh, lung linh hai tiếng gia đình."". Câu cuối cùng lặp lại ở khung kết thúc số 2: ""Lung linh, lung linh hai tiếng gia đình."".
Góc dưới cùng bên phải là số trang ""117"".",,high,"[""LAYOUT_COMPLEX""]","Bản nhạc có cấu trúc lặp lại và lời hát song song (bè/lời 2), phần caption_detail đã mô tả theo luồng đọc tự nhiên.",checked,[],,2025-12-14 11:24:26.083532+00,2025-12-16 16:51:53.096305+00
SGK_CanhDieu_TiengViet_2_Tap1_page_119,SGK_CanhDieu_TiengViet_2_Tap1_page_119.png,exercise,true,false,"[""person_child"",""student"",""book"",""illustration_scene""]","Trang sách giáo khoa gồm các bài tập chia sẻ về gia đình, viết đoạn văn kể chuyện bố mẹ chăm sóc con và hoạt động tự đọc sách báo với hình ảnh minh họa bốn bìa sách.","Phần trên cùng của trang tiếp nối nội dung bài trước với hai câu hỏi nhỏ: ""a) Nhắc lại hoặc hát lại một vài câu em thích trong bài."" và ""b) Bài hát giúp em hiểu điều gì?"". Ngay bên dưới là bài tập số 2 yêu cầu: ""Chia sẻ với các bạn về gia đình em."", kèm theo một khung màu vàng chứa các gợi ý: ""Gia đình em gồm những ai?"", ""Nói về từng người trong gia đình em (bố mẹ, anh chị em,...)."", và ""Em yêu quý mọi người trong gia đình như thế nào?"".

Phần giữa trang là mục ""BÀI VIẾT 2"" có hình minh họa nhỏ một học sinh đang viết bài. Bài tập 1 yêu cầu: ""Kể một việc bố mẹ đã làm để chăm sóc em."", đi kèm khung gợi ý màu vàng với các câu hỏi dẫn dắt về việc làm đó và cảm xúc của em. Bài tập 2 yêu cầu: ""Hãy viết 4 – 5 câu kể lại việc trên.""

Phần dưới cùng là mục ""TỰ ĐỌC SÁCH BÁO"" với hình minh họa một học sinh đang đọc sách. Tiêu đề lớn màu đỏ ghi: ""Đọc sách báo viết về bố mẹ"". Bên dưới là yêu cầu số 1: ""Em mang đến lớp quyển sách (tờ báo) viết về bố mẹ. Giới thiệu với các bạn quyển sách (tờ báo) của em."". Cuối trang là hình ảnh minh họa 4 bìa sách xếp ngang hàng nhau, từ trái qua phải gồm: cuốn ""Bông hoa Cúc trắng"", cuốn ""CÂY BÀNG KHÔNG RỤNG LÁ"" của tác giả Phong Thu, cuốn ""Thơ THIẾU NHI CHỌN LỌC"" in hình các em nhỏ đang vui chơi, và cuốn tạp chí ""Chăm học"" số đặc biệt ""TRẠNG NGUYÊN NHỎ TUỔI"" có hình bé gái cầm hoa sen. Số trang 118 nằm ở góc dưới bên trái.",,normal,[],,checked,[],,2025-12-14 11:24:26.083532+00,2025-12-16 16:52:32.491451+00
